name,model,num_contacts,contact_prob_min,contact_prob_mean,contact_probs,genome_id,cluster_ids
bz_0_cluster_8_1mer-bz_0_cluster_5_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_5, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-10_sample-0,22,0.51,0.5745454545454546,"[0.57, 0.54, 0.61, 0.53, 0.62, 0.62, 0.51, 0.61, 0.55, 0.52, 0.64, 0.53, 0.62, 0.54, 0.61, 0.57, 0.51, 0.64, 0.62, 0.61, 0.52, 0.55]",bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-9_sample-0,26,0.51,0.5746153846153846,"[0.62, 0.53, 0.53, 0.64, 0.52, 0.61, 0.61, 0.53, 0.51, 0.64, 0.55, 0.53, 0.65, 0.52, 0.61, 0.53, 0.53, 0.64, 0.53, 0.62, 0.51, 0.65, 0.61, 0.64, 0.53, 0.55]",bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-5_sample-0,34,0.51,0.5788235294117647,"[0.61, 0.52, 0.56, 0.51, 0.55, 0.66, 0.55, 0.55, 0.66, 0.64, 0.53, 0.54, 0.61, 0.58, 0.53, 0.55, 0.69, 0.55, 0.55, 0.66, 0.51, 0.52, 0.55, 0.56, 0.66, 0.53, 0.61, 0.54, 0.53, 0.69, 0.64, 0.61, 0.55, 0.58]",bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-6_sample-0,4,0.51,0.52,"[0.53, 0.51, 0.53, 0.51]",bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-3_sample-0,44,0.52,0.6054545454545456,"[0.61, 0.53, 0.59, 0.63, 0.61, 0.59, 0.68, 0.52, 0.63, 0.56, 0.62, 0.73, 0.7, 0.57, 0.59, 0.56, 0.56, 0.67, 0.61, 0.54, 0.53, 0.69, 0.62, 0.63, 0.73, 0.59, 0.61, 0.56, 0.59, 0.59, 0.53, 0.63, 0.68, 0.52, 0.56, 0.61, 0.56, 0.54, 0.69, 0.7, 0.67, 0.57, 0.53, 0.61]",bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_6_1mer,seed-7_sample-0,2,0.51,0.51,"[0.51, 0.51]",bz_0,"cluster_6, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_1_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_1, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_3_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_3, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_8_1mer-bz_0_cluster_2_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_2, cluster_8"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-8_sample-0,66,0.54,0.7106060606060607,"[0.67, 0.6, 0.7, 0.8, 0.65, 0.83, 0.72, 0.73, 0.66, 0.71, 0.54, 0.74, 0.72, 0.78, 0.75, 0.79, 0.77, 0.72, 0.69, 0.78, 0.56, 0.65, 0.73, 0.61, 0.69, 0.84, 0.72, 0.73, 0.81, 0.58, 0.72, 0.76, 0.7, 0.67, 0.71, 0.54, 0.7, 0.6, 0.8, 0.73, 0.65, 0.73, 0.66, 0.72, 0.61, 0.74, 0.78, 0.69, 0.75, 0.78, 0.72, 0.79, 0.56, 0.72, 0.77, 0.65, 0.72, 0.73, 0.76, 0.7, 0.69, 0.83, 0.84, 0.72, 0.81, 0.58]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-10_sample-0,68,0.51,0.7097058823529412,"[0.67, 0.61, 0.7, 0.81, 0.65, 0.83, 0.72, 0.72, 0.67, 0.72, 0.56, 0.74, 0.51, 0.72, 0.79, 0.76, 0.79, 0.77, 0.72, 0.69, 0.78, 0.57, 0.65, 0.74, 0.62, 0.7, 0.84, 0.72, 0.75, 0.82, 0.58, 0.73, 0.77, 0.71, 0.67, 0.72, 0.56, 0.51, 0.7, 0.61, 0.81, 0.74, 0.65, 0.72, 0.67, 0.72, 0.62, 0.74, 0.79, 0.69, 0.76, 0.78, 0.72, 0.79, 0.57, 0.72, 0.77, 0.65, 0.73, 0.75, 0.77, 0.71, 0.7, 0.83, 0.84, 0.72, 0.82, 0.58]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-9_sample-0,66,0.55,0.704848484848485,"[0.65, 0.59, 0.7, 0.81, 0.64, 0.82, 0.71, 0.71, 0.65, 0.7, 0.55, 0.73, 0.7, 0.77, 0.76, 0.79, 0.76, 0.72, 0.68, 0.76, 0.56, 0.66, 0.73, 0.61, 0.68, 0.83, 0.72, 0.72, 0.81, 0.59, 0.71, 0.75, 0.69, 0.65, 0.7, 0.55, 0.7, 0.59, 0.81, 0.73, 0.64, 0.71, 0.65, 0.72, 0.61, 0.73, 0.77, 0.68, 0.76, 0.76, 0.7, 0.79, 0.56, 0.71, 0.76, 0.66, 0.71, 0.72, 0.75, 0.69, 0.68, 0.82, 0.83, 0.72, 0.81, 0.59]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-4_sample-0,66,0.54,0.700909090909091,"[0.65, 0.6, 0.7, 0.79, 0.65, 0.82, 0.71, 0.71, 0.65, 0.7, 0.54, 0.73, 0.7, 0.77, 0.75, 0.78, 0.76, 0.71, 0.68, 0.76, 0.55, 0.63, 0.73, 0.6, 0.67, 0.83, 0.71, 0.71, 0.81, 0.59, 0.7, 0.75, 0.69, 0.65, 0.7, 0.54, 0.7, 0.6, 0.79, 0.73, 0.65, 0.71, 0.65, 0.71, 0.6, 0.73, 0.77, 0.68, 0.75, 0.76, 0.7, 0.78, 0.55, 0.71, 0.76, 0.63, 0.7, 0.71, 0.75, 0.69, 0.67, 0.82, 0.83, 0.71, 0.81, 0.59]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-2_sample-0,70,0.51,0.7031428571428571,"[0.51, 0.66, 0.6, 0.71, 0.8, 0.65, 0.83, 0.71, 0.72, 0.65, 0.71, 0.55, 0.74, 0.72, 0.79, 0.77, 0.8, 0.76, 0.73, 0.7, 0.77, 0.56, 0.65, 0.74, 0.63, 0.7, 0.83, 0.73, 0.74, 0.83, 0.58, 0.73, 0.78, 0.72, 0.51, 0.51, 0.66, 0.71, 0.55, 0.71, 0.6, 0.8, 0.74, 0.65, 0.72, 0.65, 0.73, 0.63, 0.74, 0.79, 0.7, 0.77, 0.77, 0.72, 0.8, 0.56, 0.71, 0.76, 0.65, 0.73, 0.74, 0.78, 0.51, 0.72, 0.7, 0.83, 0.83, 0.73, 0.83, 0.58]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-5_sample-0,66,0.55,0.7157575757575758,"[0.67, 0.6, 0.71, 0.8, 0.66, 0.83, 0.72, 0.73, 0.66, 0.72, 0.55, 0.74, 0.71, 0.79, 0.77, 0.79, 0.77, 0.72, 0.69, 0.78, 0.56, 0.65, 0.74, 0.63, 0.7, 0.84, 0.72, 0.74, 0.82, 0.59, 0.73, 0.78, 0.71, 0.67, 0.72, 0.55, 0.71, 0.6, 0.8, 0.74, 0.66, 0.73, 0.66, 0.72, 0.63, 0.74, 0.79, 0.69, 0.77, 0.78, 0.71, 0.79, 0.56, 0.72, 0.77, 0.65, 0.73, 0.74, 0.78, 0.71, 0.7, 0.83, 0.84, 0.72, 0.82, 0.59]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-6_sample-0,66,0.54,0.6996969696969697,"[0.65, 0.59, 0.7, 0.79, 0.64, 0.82, 0.71, 0.71, 0.64, 0.71, 0.54, 0.72, 0.69, 0.77, 0.75, 0.78, 0.75, 0.71, 0.68, 0.76, 0.55, 0.65, 0.72, 0.6, 0.68, 0.83, 0.71, 0.71, 0.81, 0.58, 0.7, 0.75, 0.69, 0.65, 0.71, 0.54, 0.7, 0.59, 0.79, 0.72, 0.64, 0.71, 0.64, 0.71, 0.6, 0.72, 0.77, 0.68, 0.75, 0.76, 0.69, 0.78, 0.55, 0.71, 0.75, 0.65, 0.7, 0.71, 0.75, 0.69, 0.68, 0.82, 0.83, 0.71, 0.81, 0.58]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-3_sample-0,66,0.54,0.7036363636363637,"[0.64, 0.61, 0.7, 0.79, 0.66, 0.82, 0.71, 0.71, 0.64, 0.7, 0.55, 0.71, 0.71, 0.77, 0.75, 0.78, 0.76, 0.71, 0.69, 0.77, 0.54, 0.65, 0.74, 0.61, 0.68, 0.83, 0.72, 0.72, 0.81, 0.58, 0.71, 0.76, 0.69, 0.64, 0.7, 0.55, 0.7, 0.61, 0.79, 0.74, 0.66, 0.71, 0.64, 0.71, 0.61, 0.71, 0.77, 0.69, 0.75, 0.77, 0.71, 0.78, 0.54, 0.71, 0.76, 0.65, 0.71, 0.72, 0.76, 0.69, 0.68, 0.82, 0.83, 0.72, 0.81, 0.58]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-1_sample-0,66,0.55,0.7045454545454546,"[0.65, 0.59, 0.7, 0.79, 0.65, 0.82, 0.71, 0.72, 0.65, 0.71, 0.55, 0.73, 0.7, 0.78, 0.75, 0.78, 0.76, 0.71, 0.68, 0.78, 0.55, 0.66, 0.73, 0.61, 0.68, 0.82, 0.71, 0.72, 0.81, 0.58, 0.71, 0.76, 0.7, 0.65, 0.71, 0.55, 0.7, 0.59, 0.79, 0.73, 0.65, 0.72, 0.65, 0.71, 0.61, 0.73, 0.78, 0.68, 0.75, 0.78, 0.7, 0.78, 0.55, 0.71, 0.76, 0.66, 0.71, 0.72, 0.76, 0.7, 0.68, 0.82, 0.82, 0.71, 0.81, 0.58]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_0_1mer,seed-7_sample-0,70,0.51,0.7160000000000002,"[0.51, 0.68, 0.63, 0.72, 0.83, 0.66, 0.84, 0.73, 0.73, 0.67, 0.73, 0.57, 0.75, 0.51, 0.73, 0.79, 0.77, 0.81, 0.77, 0.73, 0.7, 0.79, 0.57, 0.66, 0.76, 0.64, 0.72, 0.85, 0.75, 0.76, 0.83, 0.59, 0.75, 0.79, 0.74, 0.51, 0.68, 0.73, 0.57, 0.51, 0.72, 0.63, 0.83, 0.76, 0.66, 0.73, 0.67, 0.73, 0.64, 0.75, 0.79, 0.7, 0.77, 0.79, 0.73, 0.81, 0.57, 0.73, 0.77, 0.66, 0.75, 0.76, 0.79, 0.74, 0.72, 0.84, 0.85, 0.75, 0.83, 0.59]",bz_0,"cluster_0, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_4_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_4, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_5_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_5, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_6_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_6, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_1_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_1, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_3_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_3, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-10_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-9_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-4_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-2_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-5_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-6_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-3_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-1_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_7_1mer-bz_0_cluster_2_1mer,seed-7_sample-0,0,,,,bz_0,"cluster_2, cluster_7"
bz_0_cluster_0_1mer-bz_0_cluster_4_1mer,seed-8_sample-0,0,,,,bz_0,"cluster_0, cluster_4"
