path,name,msa_num_seqs,iptms,ptms,best_model,iptm_best_model,ptm_best_model,num_seeds,num_protein_chains,num_proteins
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_0.1_82,orfm.bz_0.1_82,22,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.57, 0.58, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57, 0.57]",seed-1_sample-1,,0.57,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_11.1_85,orfm.bz_11.1_85,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.37, 0.37, 0.37, 0.37, 0.36, 0.38, 0.37, 0.37, 0.37, 0.37, 0.36, 0.37, 0.37, 0.37, 0.37]",seed-1_sample-0,,0.37,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_3.1_56,orfm.bz_3.1_56,52,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.48, 0.48, 0.47, 0.48, 0.48, 0.48, 0.49, 0.49, 0.48, 0.48, 0.49, 0.48, 0.49, 0.49, 0.48]",seed-3_sample-1,,0.49,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_10.1_121,orfm.bz_10.1_121,21,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.71, 0.7, 0.71, 0.7, 0.71, 0.71, 0.71, 0.71, 0.71, 0.7, 0.73, 0.71, 0.7, 0.7, 0.73]",seed-2_sample-2,,0.73,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_7.1_68,orfm.bz_7.1_68,24,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.59, 0.57, 0.59, 0.57, 0.57, 0.58, 0.57, 0.59, 0.59, 0.57, 0.58, 0.58, 0.57, 0.57, 0.57]",seed-1_sample-2,,0.59,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_11.1_39,orfm.bz_11.1_39,35,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.51, 0.51, 0.5, 0.49, 0.49, 0.48, 0.49, 0.49, 0.52, 0.51, 0.49, 0.49, 0.48, 0.52, 0.52]",seed-1_sample-4,,0.49,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_11.1_147,orfm.bz_11.1_147,24,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.55, 0.56, 0.54, 0.55, 0.54, 0.55, 0.55, 0.54, 0.54, 0.54, 0.55, 0.55, 0.55, 0.55, 0.54]",seed-2_sample-1,,0.56,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_10.1_27,orfm.bz_10.1_27,51,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.5, 0.5, 0.48, 0.5, 0.51, 0.5, 0.5, 0.49, 0.5, 0.5, 0.38, 0.49, 0.5, 0.5, 0.5]",seed-1_sample-0,,0.5,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_1.1_148,orfm.bz_1.1_148,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.49, 0.5, 0.48, 0.5, 0.47, 0.48, 0.49, 0.49, 0.5, 0.49, 0.49, 0.49, 0.49, 0.49, 0.5]",seed-1_sample-0,,0.49,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_2.1_22,orfm.bz_2.1_22,58,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.88, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89]",seed-1_sample-4,,0.89,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_0.1_191,orfm.bz_0.1_191,58,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.88, 0.89, 0.89, 0.89, 0.88]",seed-1_sample-2,,0.89,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_5.1_151,orfm.bz_5.1_151,59,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]",seed-2_sample-3,,0.9,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_0.1_198,orfm.bz_0.1_198,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.72, 0.72, 0.74, 0.72, 0.73, 0.74, 0.72, 0.72, 0.73, 0.72, 0.71, 0.72, 0.72, 0.73, 0.7]",seed-2_sample-3,,0.74,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_4.1_107,orfm.bz_4.1_107,300,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.89, 0.88, 0.88, 0.89, 0.88, 0.87, 0.88, 0.88, 0.88, 0.87, 0.88, 0.89, 0.88, 0.89, 0.88]",seed-1_sample-1,,0.89,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_2.1_72,orfm.bz_2.1_72,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.42, 0.42, 0.42, 0.43, 0.42, 0.43, 0.43, 0.42, 0.42, 0.42, 0.42, 0.42, 0.43, 0.42, 0.43]",seed-1_sample-4,,0.42,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_2.1_38,orfm.bz_2.1_38,50,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.42, 0.39, 0.4, 0.42, 0.37, 0.39, 0.43, 0.39, 0.42, 0.4, 0.39, 0.4, 0.36, 0.41, 0.37]",seed-3_sample-3,,0.42,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_9.1_58,orfm.bz_9.1_58,45,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.54, 0.54, 0.53, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.54, 0.54, 0.54]",seed-2_sample-1,,0.54,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_8.1_70,orfm.bz_8.1_70,24,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.75, 0.74, 0.75, 0.75, 0.75, 0.75, 0.75, 0.74, 0.75, 0.75, 0.75, 0.74, 0.74, 0.75, 0.75]",seed-2_sample-4,,0.75,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_5.1_136,orfm.bz_5.1_136,48,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.42, 0.46, 0.46, 0.42, 0.46, 0.46, 0.47, 0.46, 0.47, 0.46, 0.47, 0.47, 0.47, 0.47, 0.46]",seed-1_sample-3,,0.47,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_7.1_119,orfm.bz_7.1_119,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.44, 0.45, 0.45, 0.43, 0.44, 0.45, 0.45, 0.45, 0.45, 0.45, 0.44, 0.45, 0.45, 0.45, 0.45]",seed-1_sample-1,,0.43,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_4.1_184,orfm.bz_4.1_184,56,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91]",seed-1_sample-1,,0.91,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_9.1_152,orfm.bz_9.1_152,22,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.52, 0.53, 0.52, 0.52, 0.52, 0.53, 0.52, 0.53, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52]",seed-2_sample-3,,0.53,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_2.1_117,orfm.bz_2.1_117,25,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.59, 0.6, 0.6, 0.59, 0.6, 0.59, 0.59, 0.6, 0.6, 0.6, 0.6, 0.59, 0.6, 0.6, 0.59]",seed-1_sample-1,,0.59,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_9.1_49,orfm.bz_9.1_49,42,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.45, 0.45, 0.45, 0.46, 0.46, 0.46, 0.46, 0.45, 0.46, 0.45, 0.46, 0.46, 0.46, 0.45, 0.45]",seed-2_sample-0,,0.45,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_9.1_15,orfm.bz_9.1_15,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74, 0.74]",seed-1_sample-1,,0.74,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_1.1_170,orfm.bz_1.1_170,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.72, 0.71, 0.71, 0.7, 0.66, 0.72, 0.72, 0.72, 0.67, 0.68, 0.69, 0.72, 0.73, 0.72, 0.7]",seed-1_sample-0,,0.73,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_0.1_118,orfm.bz_0.1_118,29,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.37, 0.37, 0.37, 0.37, 0.38, 0.36, 0.38, 0.38, 0.37, 0.36, 0.37, 0.37, 0.38, 0.37, 0.36]",seed-2_sample-1,,0.37,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_3.1_82,orfm.bz_3.1_82,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41, 0.4, 0.41, 0.41, 0.41, 0.41, 0.4]",seed-3_sample-3,,0.41,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_3.1_33,orfm.bz_3.1_33,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.77, 0.76, 0.77, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.75, 0.75, 0.76, 0.76]",seed-2_sample-4,,0.77,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_9.1_90,orfm.bz_9.1_90,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.44, 0.44, 0.45, 0.44, 0.43, 0.45, 0.45, 0.44, 0.44, 0.46, 0.43, 0.45, 0.45, 0.45, 0.44]",seed-3_sample-2,,0.43,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_9.1_173,orfm.bz_9.1_173,29,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.75, 0.75, 0.75, 0.75, 0.76, 0.76, 0.75, 0.75, 0.75, 0.75, 0.73, 0.75, 0.76, 0.75, 0.75]",seed-2_sample-3,,0.76,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_10.1_5,orfm.bz_10.1_5,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.73, 0.74, 0.73, 0.74, 0.73, 0.73, 0.73, 0.74, 0.72, 0.73, 0.74, 0.74, 0.73, 0.74, 0.74]",seed-3_sample-4,,0.74,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_4.1_191,orfm.bz_4.1_191,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.74, 0.75, 0.75, 0.74, 0.74, 0.74, 0.75, 0.74, 0.75, 0.74, 0.74, 0.74, 0.75, 0.74, 0.74]",seed-1_sample-3,,0.75,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_11.1_16,orfm.bz_11.1_16,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.73, 0.73, 0.74, 0.72, 0.73, 0.73, 0.73, 0.73, 0.74, 0.72, 0.72, 0.73, 0.73, 0.73, 0.74]",seed-1_sample-2,,0.74,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_10.1_101,orfm.bz_10.1_101,300,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94]",seed-1_sample-0,,0.94,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_4.1_128,orfm.bz_4.1_128,46,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.35, 0.34, 0.34, 0.35, 0.35, 0.35, 0.34, 0.35, 0.35, 0.35, 0.34, 0.35, 0.35, 0.34, 0.35]",seed-1_sample-4,,0.35,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_1.1_95,orfm.bz_1.1_95,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.4, 0.41, 0.41, 0.4, 0.4, 0.41, 0.4, 0.41, 0.4, 0.41, 0.41, 0.41, 0.41, 0.41, 0.41]",seed-1_sample-4,,0.4,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_3.1_94,orfm.bz_3.1_94,33,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.48, 0.47, 0.48, 0.48, 0.47, 0.48, 0.48, 0.48, 0.47, 0.48, 0.48, 0.49, 0.47, 0.48, 0.48]",seed-1_sample-3,,0.48,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_0.1_54,orfm.bz_0.1_54,21,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.74, 0.7, 0.72, 0.73, 0.72, 0.73, 0.73, 0.73, 0.73, 0.74, 0.73, 0.72, 0.73, 0.7, 0.74]",seed-2_sample-2,,0.74,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_10.1_110,orfm.bz_10.1_110,22,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.53, 0.54, 0.53, 0.53, 0.53, 0.54, 0.53, 0.53, 0.54, 0.54, 0.54, 0.53, 0.53, 0.53, 0.54]",seed-1_sample-4,,0.53,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_1.1_79,orfm.bz_1.1_79,24,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.45, 0.44, 0.46, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.46]",seed-2_sample-2,,0.46,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_5.1_157,orfm.bz_5.1_157,49,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.72, 0.7, 0.73, 0.72, 0.73, 0.72, 0.72, 0.72, 0.72, 0.7, 0.73, 0.72, 0.73, 0.73, 0.72]",seed-3_sample-2,,0.73,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_3.1_50,orfm.bz_3.1_50,44,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.49, 0.5, 0.5, 0.5, 0.48, 0.5, 0.49, 0.5, 0.49, 0.48, 0.48, 0.5, 0.49, 0.49, 0.5]",seed-2_sample-4,,0.5,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_1.1_143,orfm.bz_1.1_143,53,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.54, 0.54, 0.55, 0.53, 0.55, 0.53, 0.53, 0.55, 0.55, 0.54, 0.53, 0.55, 0.55, 0.53, 0.54]",seed-2_sample-0,,0.54,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_8.1_164,orfm.bz_8.1_164,47,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.43, 0.42, 0.43, 0.43, 0.43, 0.44, 0.44, 0.43, 0.44, 0.43, 0.43, 0.43, 0.44, 0.44, 0.43]",seed-1_sample-3,,0.44,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_5.1_103,orfm.bz_5.1_103,32,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.42, 0.41, 0.41, 0.42, 0.42, 0.41, 0.42, 0.42]",seed-1_sample-4,,0.42,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_3.1_169,orfm.bz_3.1_169,21,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.79, 0.8, 0.8, 0.8, 0.8, 0.8, 0.79, 0.8, 0.8, 0.8, 0.79, 0.8, 0.8, 0.8, 0.8]",seed-1_sample-1,,0.8,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_4.1_164,orfm.bz_4.1_164,32,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.44, 0.45, 0.44, 0.43, 0.43, 0.47, 0.45, 0.44, 0.44, 0.46, 0.46, 0.44, 0.45, 0.43, 0.45]",seed-2_sample-2,,0.45,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_2.1_92,orfm.bz_2.1_92,32,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.45, 0.45, 0.43, 0.44, 0.44, 0.44, 0.44]",seed-3_sample-0,,0.44,3,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/alphafold/af_output/orfm.bz_2.1_112,orfm.bz_2.1_112,300,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93]",seed-3_sample-1,,0.94,3,1,1
