path,name,msa_num_seqs,iptms,ptms,best_model,iptm_best_model,ptm_best_model,num_seeds,num_protein_chains,num_proteins
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_23,orfm.bz_0.1_23,2,"[None, None, None, None, None]","[0.47, 0.38, 0.41, 0.38, 0.37]",model_1_seed_000,,0.47,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_24,orfm.bz_0.1_24,2,"[None, None, None, None, None]","[0.26, 0.23, 0.24, 0.25, 0.23]",model_5_seed_000,,0.25,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_25,orfm.bz_0.1_25,2,"[None, None, None, None, None]","[0.25, 0.36, 0.5, 0.58, 0.27]",model_5_seed_000,,0.58,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_26,orfm.bz_0.1_26,2,"[None, None, None, None, None]","[0.04, 0.04, 0.04, 0.04, 0.04]",model_5_seed_000,,0.04,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_27,orfm.bz_0.1_27,2,"[None, None, None, None, None]","[0.48, 0.35, 0.5, 0.39, 0.5]",model_5_seed_000,,0.5,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_28,orfm.bz_0.1_28,2,"[None, None, None, None, None]","[0.33, 0.32, 0.28, 0.36, 0.36]",model_4_seed_000,,0.36,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_29,orfm.bz_0.1_29,2,"[None, None, None, None, None]","[0.38, 0.44, 0.43, 0.4, 0.42]",model_5_seed_000,,0.43,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_30,orfm.bz_0.1_30,2,"[None, None, None, None, None]","[0.04, 0.05, 0.05, 0.05, 0.05]",model_5_seed_000,,0.05,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_31,orfm.bz_0.1_31,2,"[None, None, None, None, None]","[0.4, 0.43, 0.41, 0.43, 0.4]",model_3_seed_000,,0.41,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_32,orfm.bz_0.1_32,2,"[None, None, None, None, None]","[0.05, 0.05, 0.05, 0.05, 0.05]",model_5_seed_000,,0.05,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_33,orfm.bz_0.1_33,2,"[None, None, None, None, None]","[0.3, 0.36, 0.32, 0.26, 0.33]",model_1_seed_000,,0.36,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_34,orfm.bz_0.1_34,2,"[None, None, None, None, None]","[0.05, 0.05, 0.05, 0.05, 0.05]",model_5_seed_000,,0.05,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_35,orfm.bz_0.1_35,2,"[None, None, None, None, None]","[0.48, 0.44, 0.5, 0.49, 0.5]",model_4_seed_000,,0.49,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_36,orfm.bz_0.1_36,2,"[None, None, None, None, None]","[0.15, 0.23, 0.18, 0.15, 0.25]",model_1_seed_000,,0.25,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_39,orfm.bz_0.1_39,2,"[None, None, None, None, None]","[0.42, 0.46, 0.34, 0.36, 0.49]",model_1_seed_000,,0.49,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_40,orfm.bz_0.1_40,2,"[None, None, None, None, None]","[0.26, 0.3, 0.28, 0.25, 0.23]",model_4_seed_000,,0.3,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_41,orfm.bz_0.1_41,2,"[None, None, None, None, None]","[0.41, 0.45, 0.39, 0.37, 0.43]",model_1_seed_000,,0.43,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_42,orfm.bz_0.1_42,2,"[None, None, None, None, None]","[0.38, 0.39, 0.38, 0.38, 0.36]",model_3_seed_000,,0.38,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_45,orfm.bz_0.1_45,2,"[None, None, None, None, None]","[0.45, 0.42, 0.42, 0.39, 0.35]",model_5_seed_000,,0.42,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_46,orfm.bz_0.1_46,2,"[None, None, None, None, None]","[0.46, 0.4, 0.49, 0.51, 0.52]",model_1_seed_000,,0.51,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_49,orfm.bz_0.1_49,2,"[None, None, None, None, None]","[0.35, 0.38, 0.28, 0.28, 0.29]",model_2_seed_000,,0.38,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_50,orfm.bz_0.1_50,2,"[None, None, None, None, None]","[0.26, 0.33, 0.25, 0.16, 0.14]",model_1_seed_000,,0.33,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_52,orfm.bz_0.1_52,2,"[None, None, None, None, None]","[0.16, 0.26, 0.17, 0.29, 0.24]",model_4_seed_000,,0.29,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_54,orfm.bz_0.1_54,2,"[None, None, None, None, None]","[0.25, 0.28, 0.5, 0.26, 0.28]",model_1_seed_000,,0.5,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_55,orfm.bz_0.1_55,2,"[None, None, None, None, None]","[0.28, 0.2, 0.32, 0.27, 0.27]",model_1_seed_000,,0.32,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_56,orfm.bz_0.1_56,2,"[None, None, None, None, None]","[0.44, 0.41, 0.38, 0.45, 0.38]",model_5_seed_000,,0.45,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_57,orfm.bz_0.1_57,2,"[None, None, None, None, None]","[0.39, 0.13, 0.44, 0.13, 0.12]",model_3_seed_000,,0.44,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_58,orfm.bz_0.1_58,2,"[None, None, None, None, None]","[0.42, 0.37, 0.38, 0.41, 0.43]",model_4_seed_000,,0.43,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_59,orfm.bz_0.1_59,2,"[None, None, None, None, None]","[0.37, 0.37, 0.38, 0.41, 0.37]",model_3_seed_000,,0.38,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_61,orfm.bz_0.1_61,2,"[None, None, None, None, None]","[0.33, 0.36, 0.35, 0.31, 0.33]",model_3_seed_000,,0.33,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_62,orfm.bz_0.1_62,2,"[None, None, None, None, None]","[0.27, 0.28, 0.27, 0.28, 0.28]",model_3_seed_000,,0.27,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_63,orfm.bz_0.1_63,2,"[None, None, None, None, None]","[0.32, 0.53, 0.64, 0.32, 0.56]",model_4_seed_000,,0.64,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_64,orfm.bz_0.1_64,2,"[None, None, None, None, None]","[0.4, 0.42, 0.41, 0.4, 0.41]",model_3_seed_000,,0.4,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_65,orfm.bz_0.1_65,2,"[None, None, None, None, None]","[0.42, 0.41, 0.46, 0.5, 0.44]",model_1_seed_000,,0.5,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_66,orfm.bz_0.1_66,2,"[None, None, None, None, None]","[0.36, 0.32, 0.36, 0.36, 0.37]",model_3_seed_000,,0.37,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_68,orfm.bz_0.1_68,2,"[None, None, None, None, None]","[0.46, 0.45, 0.45, 0.44, 0.46]",model_3_seed_000,,0.46,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_69,orfm.bz_0.1_69,2,"[None, None, None, None, None]","[0.26, 0.31, 0.29, 0.35, 0.36]",model_1_seed_000,,0.36,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_70,orfm.bz_0.1_70,117,"[None, None, None, None, None]","[0.77, 0.76, 0.72, 0.77, 0.74]",model_5_seed_000,,0.76,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_73,orfm.bz_0.1_73,2,"[None, None, None, None, None]","[0.52, 0.51, 0.46, 0.42, 0.49]",model_1_seed_000,,0.51,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_74,orfm.bz_0.1_74,2,"[None, None, None, None, None]","[0.36, 0.32, 0.37, 0.36, 0.34]",model_5_seed_000,,0.37,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_75,orfm.bz_0.1_75,2,"[None, None, None, None, None]","[0.09, 0.12, 0.08, 0.09, 0.08]",model_3_seed_000,,0.08,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_76,orfm.bz_0.1_76,2,"[None, None, None, None, None]","[0.27, 0.26, 0.27, 0.43, 0.26]",model_2_seed_000,,0.43,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_77,orfm.bz_0.1_77,2,"[None, None, None, None, None]","[0.4, 0.43, 0.41, 0.43, 0.38]",model_1_seed_000,,0.41,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_79,orfm.bz_0.1_79,2,"[None, None, None, None, None]","[0.45, 0.51, 0.54, 0.49, 0.44]",model_1_seed_000,,0.54,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_80,orfm.bz_0.1_80,2,"[None, None, None, None, None]","[0.54, 0.49, 0.52, 0.52, 0.53]",model_3_seed_000,,0.54,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_81,orfm.bz_0.1_81,2,"[None, None, None, None, None]","[0.23, 0.22, 0.21, 0.21, 0.2]",model_5_seed_000,,0.23,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_82,orfm.bz_0.1_82,2,"[None, None, None, None, None]","[0.2, 0.24, 0.2, 0.26, 0.2]",model_3_seed_000,,0.26,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_83,orfm.bz_0.1_83,2,"[None, None, None, None, None]","[0.46, 0.45, 0.43, 0.48, 0.44]",model_5_seed_000,,0.45,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_85,orfm.bz_0.1_85,2,"[None, None, None, None, None]","[0.03, 0.03, 0.03, 0.03, 0.03]",model_5_seed_000,,0.03,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_86,orfm.bz_0.1_86,2,"[None, None, None, None, None]","[0.37, 0.37, 0.37, 0.42, 0.42]",model_3_seed_000,,0.42,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_87,orfm.bz_0.1_87,2,"[None, None, None, None, None]","[0.5, 0.56, 0.55, 0.56, 0.55]",model_3_seed_000,,0.56,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_88,orfm.bz_0.1_88,2,"[None, None, None, None, None]","[0.45, 0.42, 0.44, 0.4, 0.45]",model_5_seed_000,,0.44,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_89,orfm.bz_0.1_89,2,"[None, None, None, None, None]","[0.25, 0.23, 0.24, 0.26, 0.24]",model_4_seed_000,,0.24,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_91,orfm.bz_0.1_91,2,"[None, None, None, None, None]","[0.47, 0.52, 0.53, 0.52, 0.55]",model_4_seed_000,,0.52,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_97,orfm.bz_0.1_97,2,"[None, None, None, None, None]","[0.37, 0.37, 0.35, 0.37, 0.38]",model_3_seed_000,,0.35,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_98,orfm.bz_0.1_98,1778,"[None, None, None, None, None]","[0.9, 0.9, 0.89, 0.9, 0.9]",model_3_seed_000,,0.9,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_100,orfm.bz_0.1_100,2,"[None, None, None, None, None]","[0.4, 0.4, 0.35, 0.38, 0.39]",model_4_seed_000,,0.38,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_101,orfm.bz_0.1_101,261,"[None, None, None, None, None]","[0.66, 0.62, 0.63, 0.65, 0.67]",model_3_seed_000,,0.67,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_102,orfm.bz_0.1_102,2,"[None, None, None, None, None]","[0.47, 0.45, 0.45, 0.45, 0.47]",model_4_seed_000,,0.45,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_103,orfm.bz_0.1_103,2,"[None, None, None, None, None]","[0.32, 0.42, 0.39, 0.41, 0.35]",model_3_seed_000,,0.42,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_105,orfm.bz_0.1_105,2,"[None, None, None, None, None]","[0.29, 0.31, 0.3, 0.29, 0.32]",model_3_seed_000,,0.29,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_106,orfm.bz_0.1_106,2,"[None, None, None, None, None]","[0.19, 0.22, 0.19, 0.24, 0.14]",model_1_seed_000,,0.24,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_107,orfm.bz_0.1_107,2,"[None, None, None, None, None]","[0.27, 0.27, 0.29, 0.32, 0.28]",model_5_seed_000,,0.32,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_108,orfm.bz_0.1_108,2,"[None, None, None, None, None]","[0.04, 0.04, 0.03, 0.04, 0.03]",model_5_seed_000,,0.04,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_109,orfm.bz_0.1_109,2,"[None, None, None, None, None]","[0.03, 0.03, 0.03, 0.03, 0.03]",model_3_seed_000,,0.03,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_110,orfm.bz_0.1_110,2,"[None, None, None, None, None]","[0.03, 0.03, 0.03, 0.03, 0.04]",model_1_seed_000,,0.03,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_112,orfm.bz_0.1_112,2,"[None, None, None, None, None]","[0.04, 0.04, 0.04, 0.03, 0.04]",model_1_seed_000,,0.04,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_114,orfm.bz_0.1_114,2,"[None, None, None, None, None]","[0.42, 0.29, 0.39, 0.33, 0.44]",model_5_seed_000,,0.44,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_115,orfm.bz_0.1_115,2,"[None, None, None, None, None]","[0.21, 0.21, 0.21, 0.17, 0.2]",model_5_seed_000,,0.21,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_116,orfm.bz_0.1_116,2,"[None, None, None, None, None]","[0.03, 0.03, 0.03, 0.03, 0.03]",model_3_seed_000,,0.03,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_117,orfm.bz_0.1_117,2,"[None, None, None, None, None]","[0.35, 0.34, 0.33, 0.33, 0.32]",model_4_seed_000,,0.34,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_118,orfm.bz_0.1_118,2,"[None, None, None, None, None]","[0.28, 0.32, 0.25, 0.29, 0.28]",model_1_seed_000,,0.32,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_119,orfm.bz_0.1_119,2,"[None, None, None, None, None]","[0.39, 0.39, 0.45, 0.37, 0.46]",model_1_seed_000,,0.45,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_120,orfm.bz_0.1_120,2,"[None, None, None, None, None]","[0.42, 0.45, 0.46, 0.47, 0.45]",model_5_seed_000,,0.47,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_121,orfm.bz_0.1_121,2,"[None, None, None, None, None]","[0.26, 0.29, 0.28, 0.24, 0.29]",model_1_seed_000,,0.29,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_122,orfm.bz_0.1_122,2,"[None, None, None, None, None]","[0.27, 0.29, 0.24, 0.23, 0.22]",model_5_seed_000,,0.29,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_124,orfm.bz_0.1_124,2,"[None, None, None, None, None]","[0.03, 0.03, 0.03, 0.02, 0.03]",model_3_seed_000,,0.03,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_125,orfm.bz_0.1_125,2,"[None, None, None, None, None]","[0.41, 0.35, 0.41, 0.32, 0.32]",model_1_seed_000,,0.41,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_126,orfm.bz_0.1_126,2,"[None, None, None, None, None]","[0.25, 0.19, 0.28, 0.25, 0.29]",model_5_seed_000,,0.29,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_127,orfm.bz_0.1_127,2,"[None, None, None, None, None]","[0.47, 0.49, 0.49, 0.48, 0.44]",model_1_seed_000,,0.49,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_129,orfm.bz_0.1_129,2,"[None, None, None, None, None]","[0.32, 0.34, 0.29, 0.33, 0.34]",model_5_seed_000,,0.33,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_130,orfm.bz_0.1_130,2,"[None, None, None, None, None]","[0.44, 0.48, 0.5, 0.46, 0.46]",model_5_seed_000,,0.5,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_132,orfm.bz_0.1_132,4567,"[None, None, None, None, None]","[0.28, 0.28, 0.3, 0.26, 0.28]",model_1_seed_000,,0.3,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_133,orfm.bz_0.1_133,2,"[None, None, None, None, None]","[0.23, 0.22, 0.22, 0.22, 0.24]",model_4_seed_000,,0.24,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_134,orfm.bz_0.1_134,2,"[None, None, None, None, None]","[0.47, 0.46, 0.42, 0.47, 0.43]",model_1_seed_000,,0.47,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_135,orfm.bz_0.1_135,2,"[None, None, None, None, None]","[0.11, 0.12, 0.11, 0.1, 0.11]",model_5_seed_000,,0.12,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_136,orfm.bz_0.1_136,2,"[None, None, None, None, None]","[0.41, 0.4, 0.36, 0.43, 0.42]",model_5_seed_000,,0.42,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_137,orfm.bz_0.1_137,2,"[None, None, None, None, None]","[0.05, 0.05, 0.05, 0.05, 0.05]",model_3_seed_000,,0.05,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_138,orfm.bz_0.1_138,8,"[None, None, None, None, None]","[0.32, 0.34, 0.36, 0.34, 0.33]",model_2_seed_000,,0.36,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_139,orfm.bz_0.1_139,2,"[None, None, None, None, None]","[0.43, 0.47, 0.48, 0.43, 0.49]",model_5_seed_000,,0.47,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_140,orfm.bz_0.1_140,2,"[None, None, None, None, None]","[0.04, 0.04, 0.04, 0.04, 0.04]",model_3_seed_000,,0.04,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_142,orfm.bz_0.1_142,2,"[None, None, None, None, None]","[0.46, 0.39, 0.34, 0.4, 0.46]",model_4_seed_000,,0.46,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_143,orfm.bz_0.1_143,2,"[None, None, None, None, None]","[0.28, 0.34, 0.3, 0.33, 0.37]",model_2_seed_000,,0.37,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_144,orfm.bz_0.1_144,2,"[None, None, None, None, None]","[0.2, 0.23, 0.21, 0.23, 0.24]",model_3_seed_000,,0.23,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_145,orfm.bz_0.1_145,2,"[None, None, None, None, None]","[0.03, 0.03, 0.03, 0.02, 0.02]",model_5_seed_000,,0.03,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_147,orfm.bz_0.1_147,2,"[None, None, None, None, None]","[0.47, 0.38, 0.44, 0.49, 0.47]",model_1_seed_000,,0.49,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_148,orfm.bz_0.1_148,2,"[None, None, None, None, None]","[0.04, 0.04, 0.04, 0.04, 0.04]",model_5_seed_000,,0.04,1,1,1
/home/prichter/Documents/banfield/betazoid/data/genes/colabfold/bz_0/orfm.bz_0.1_150,orfm.bz_0.1_150,2,"[None, None, None, None, None]","[0.17, 0.15, 0.18, 0.22, 0.2]",model_1_seed_000,,0.22,1,1,1
